0	24.43
1	24.44
2	24.51
3	24.43
4	24.5
5	24.49
6	24.49
7	24.47
8	24.5
9	24.52
10	24.6
11	24.62
12	24.55
13	24.65
14	24.66
15	24.67
16	24.69
17	24.75
18	24.84
19	24.82
20	24.95
21	25.01
22	25.02
23	25.04
24	25.12
25	25.18
26	25.31
27	25.38
28	25.3
29	25.41
30	25.53
31	25.68
32	25.7
33	25.72
34	25.79
35	25.93
36	25.93
37	26.02
38	26.01
39	26.06
40	26.16
41	26.18
42	26.24
43	26.26
44	26.35
45	26.37
46	26.5
47	26.53
48	26.58
49	26.58
50	26.68
51	26.68
52	26.72
53	26.73
54	26.71
55	26.79
56	26.87
57	26.9
58	27.01
59	26.95
60	26.94
61	26.96
62	27.1
63	27.01
64	27.09
65	27.17
66	27.27
67	27.24
68	27.19
69	27.15
70	27.27
71	27.29
72	27.2
73	27.25
74	27.37
75	27.3
76	27.31
77	27.45
78	27.34
79	27.36
80	27.39
81	27.33
82	27.42
83	27.22
84	27.3
85	27.36
86	27.31
87	27.31
88	27.31
89	27.35
90	27.4
91	27.42
92	27.42
93	27.34
94	27.53
95	27.54
96	27.41
97	27.6
98	27.48
99	27.49
100	27.39
101	27.45
102	27.56
103	27.49
104	27.47
105	27.56
106	27.45
107	27.57
108	27.51
109	27.46
110	27.45
111	27.55
112	27.6
113	27.71
114	27.59
115	27.55
116	27.53
117	27.65
118	27.62
119	27.51
120	27.53
121	27.6
122	27.54
123	27.47
124	27.62
